Number_ID,Sample,Name,Status,Found_RT,Actual_Ret_Index,Conc,Unit,m/z,Area,Noise,Ref_1_m/z,Ref_1_Range,Ref_1_Set_Ratio,Ref_1_Actual_Ratio,Ref_1_Measured,Ref_1_Noise,Ref_2_m/z,Ref_2_Range,Ref_2_Set_Ratio,Ref_2_Actual_Ratio,Ref_2_Measured,Ref_2_Noise,Ref_3_m/z,Ref_3_Range,Red_3_Set_Ratio,Ref_3_Actual_Ratio,Ref_3_Measured,Ref_3_Noise,Mode,RT,RT_Percent_Diff,RT_Diff,Concentrations,Date_Insight_Anal,Notes
43,MYMA_09F0778_0166_5252020_7,c22.1n9c,Accept,----,----,----,ng/ul,55,----,118.22,55,116.11 - 156.11,136.11,100,468,118.22,69,80.00 - 120.00,100,64.74,303,118.22,320,49.99 - 89.99,69.99,19.02,89,118.22,Ratio of reference ion does not match,39.29,----,----,"0.6, 2, 4, 10",2021-05-12,----
44,MYMA_09F0778_0166_5252020_7,c22.1n7c,Accept,----,----,----,ng/ul,55,----,212.49,55,113.05 - 153.05,133.05,100,116,212.49,74,37.45 - 77.45,57.45,44.83,52,212.49,320,38.27 - 78.27,58.27,7.76,9,212.49,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
45,MYMA_09F0778_0166_5252020_7,c22.1A,Accept,----,----,----,ng/ul,55,----,212.49,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
46,MYMA_09F0778_0166_5252020_7,c21.5n3,Accept,----,----,----,ng/ul,79,----,131.87,108,9.78 - 49.78,29.78,29.91,227,131.87,194,0.00 - 25.52,5.52,0,0,131.87,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
47,MYMA_09F0778_0166_5252020_7,c22.2n6,Accept,----,----,----,ng/ul,67,----,41.78,350,2.90 - 42.90,22.9,0,0,41.78,55,51.64 - 91.64,71.64,63.11,65,41.78,----,----,----,----,----,----,Ratio of reference ion does not match,41.3,----,----,"0.3, 1, 2, 5",2021-05-12,----
48,MYMA_09F0778_0166_5252020_7,c23.0,Accept,----,----,----,ng/ul,74,----,42.19,368,25.14 - 65.14,45.14,62.96,51,42.19,87,59.93 - 99.93,79.93,0,0,42.19,----,----,----,----,----,----,Ratio of reference ion does not match,42.42,----,----,"0.45, 1.5, 3, 7.5",2021-05-12,----
49,MYMA_09F0778_0166_5252020_7,c22.PUFA,Accept,----,----,----,ng/ul,79,----,131.87,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
50,MYMA_09F0778_0166_5252020_7,c22.3n6,Accept,----,----,----,ng/ul,79,----,45.88,150,11.35 - 51.35,31.35,27.5,22,45.88,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,43.63,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
51,MYMA_09F0778_0166_5252020_7,c22.4n6,Accept,----,----,----,ng/ul,79,----,67.52,366,0.00 - 29.50,9.5,0,0,67.52,150,9.43 - 49.43,29.43,10.53,16,67.52,313,0.00 - 30.39,10.39,0,0,67.52,No peak identified,43.1,----,----,"0.6, 2, 4, 10",2021-05-12,----
52,MYMA_09F0778_0166_5252020_7,c22.5n6,Accept,----,----,----,ng/ul,79,----,68.27,150,4.16 - 44.16,24.16,10.66,13,68.27,166,0.00 - 28.48,8.48,0,0,68.27,----,----,----,----,----,----,No peak identified,43.5,----,----,"0.45, 1.5, 3, 7.5",2021-05-12,----
53,MYMA_09F0778_0166_5252020_7,c22.5n3,Accept,----,----,----,ng/ul,79,----,251.97,108,16.14 - 56.14,36.14,34.04,16,251.97,208,0.00 - 25.79,5.79,0,0,251.97,----,----,----,----,----,----,No peak identified,45.6,----,----,"0.3, 1, 2, 5",2021-05-12,----
54,MYMA_09F0778_0166_5252020_7,c22.6n3,Accept,----,----,----,ng/ul,79,----,228.11,108,15.57 - 55.57,35.57,12.94,110,228.11,166,0.00 - 25.99,5.99,0,0,228.11,----,----,----,----,----,----,No peak identified,46,----,----,"0.75, 2.5, 5, 12.5",2021-05-12,----
55,MYMA_09F0778_0166_5252020_7,c24.0,Accept,46.344,0,0.0588,ng/ul,74,16315,583.89,87,59.15 - 99.15,79.15,71.46,1645,583.89,382,26.18 - 66.18,46.18,20.33,468,583.89,143,20.93 - 60.93,40.93,123.33,2839,583.89,Manual Integrate,46.29,0.12,0.054,"0.15, 0.5, 1, 2.5",2021-05-12,----
56,MYMA_09F0778_0166_5252020_7,c24.1n9,Accept,47.258,0,0.5921,ng/ul,55,77091,2785.46,348,56.91 - 96.91,76.91,35.35,3947,2785.46,380,0.00 - 27.17,7.17,1.98,221,2785.46,----,----,----,----,----,----,Manual Integrate,47.24,0.04,0.018,"0.45, 1.5, 3, 7.5",2021-05-12,----
57,MYMA_09F0778_0166_5252020_7,c8:0,Accept,6.194,0,0.0064,ng/ul,74,2872,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,Auto,6.241,-0.75,-0.047,"0.15, 0.5, 1, 2.5",2021-05-12,----
58,MYMA_09F0778_0166_5252020_7,c9:0,Accept,----,----,----,ng/ul,74,----,1065.7,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7.427,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
59,MYMA_09F0778_0166_5252020_7,c10:0,Accept,8.49,0,0.0038,ng/ul,74,1618,223.34,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,Auto,8.543,-0.62,-0.053,"0.3, 1, 2, 5",2021-05-12,----
60,MYMA_09F0778_0166_5252020_7,c11:0,Accept,----,----,----,ng/ul,74,----,180.81,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,9.583,----,----,"0.45, 1.5, 3, 7.5",2021-05-12,----
61,MYMA_09F0778_0166_5252020_7,c11:1,Accept,----,----,----,ng/ul,55,----,209.76,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,10.064,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
62,MYMA_09F0778_0166_5252020_7,c12:0,Accept,10.589,0,0.0133,ng/ul,74,5411,454.8,214,0.00 - 23.27,3.27,2.69,88,454.8,143,0.00 - 31.43,11.43,14.85,485,454.8,171,0.00 - 27.50,7.5,9.98,326,454.8,Auto,10.625,-0.34,-0.036,"0.6, 2, 4, 10",2021-05-12,----
63,MYMA_09F0778_0166_5252020_7,c13.0,Accept,----,----,----,ng/ul,74,----,88.21,228,0.00 - 26.29,6.29,9.58,57,88.21,87,42.07 - 82.07,62.07,56.3,335,88.21,69,0.00 - 31.14,11.14,26.05,155,88.21,No peak identified,11.835,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
64,MYMA_09F0778_0166_5252020_7,c16:1n1,Accept,18.486,0,0.089,ng/ul,55,12185,13910.35,69,97.80 - 137.80,117.8,58.55,1975,13910.35,268,0.00 - 30.37,10.37,1.16,39,13910.35,----,----,----,----,----,----,Manual Integrate,18.5,-0.08,-0.014,----,2021-05-12,----
65,MYMA_09F0778_0166_5252020_7,c18:4n1,Accept,28.739,0,0.3924,ng/ul,79,73052,3135.31,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,Auto,28.7,0.14,0.039,----,2021-05-12,----
1,HIGR_12F1103_0139_5252020_21,c13.1,Accept,----,----,----,ng/ul,55,----,768.33,228,0.00 - 26.29,6.29,0,0,768.33,87,42.07 - 82.07,62.07,2.22,4,768.33,69,0.00 - 31.14,11.14,70.56,127,768.33,Ratio of reference ion does not match,12.53,----,----,"0.3, 1, 2, 5",2021-05-12,----
2,HIGR_12F1103_0139_5252020_21,c14.0,Accept,13.292,0,2.5877,ng/ul,74,1099141,77466.48,87,44.14 - 84.14,64.14,61.74,292818,77466.48,143,8.20 - 48.20,28.2,21.11,100112,77466.48,242,0.00 - 29.05,9.05,4.35,20650,77466.48,Auto,13.33,-0.29,-0.038,"0.6, 2, 4, 10",2021-05-12,----
3,HIGR_12F1103_0139_5252020_21,c14.1,Accept,13.815,0,0.0989,ng/ul,55,15981,3363.09,87,44.14 - 84.14,64.14,38.9,2412,3363.09,143,8.21 - 48.21,28.21,2.11,131,3363.09,242,0.00 - 29.05,9.05,0.1,6,3363.09,Manual Integrate,13.99,-1.25,-0.175,"0.15, 0.5, 1, 2.5",2021-05-12,----
4,HIGR_12F1103_0139_5252020_21,i15.0,Accept,----,----,----,ng/ul,74,----,1074.19,87,51.92 - 91.92,71.92,0.4,11,1074.19,43,12.33 - 52.33,32.33,0,0,1074.19,256,0.00 - 30.79,10.79,0,0,1074.19,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
5,HIGR_12F1103_0139_5252020_21,c15.0,Accept,15.158,0,0.1841,ng/ul,74,76186,4874.39,87,46.44 - 86.44,66.44,64.95,18291,4874.39,143,4.04 - 44.04,24.04,19.84,5586,4874.39,256,0.00 - 31.47,11.47,4.93,1389,4874.39,Auto,15.2,-0.28,-0.042,"0.45, 1.5, 3, 7.5",2021-05-12,----
6,HIGR_12F1103_0139_5252020_21,i16.0,Accept,----,----,----,ng/ul,74,----,1074.19,87,49.12 - 89.12,69.12,0.4,11,1074.19,270,0.00 - 33.76,13.76,0,0,1074.19,143,5.45 - 45.45,25.45,0,0,1074.19,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
7,HIGR_12F1103_0139_5252020_21,c16.0,Accept,17.509,0,12.1652,ng/ul,74,4842768,253307.82,87,46.92 - 86.92,66.92,66,808491,253307.82,143,5.16 - 45.16,25.16,19.96,244532,253307.82,270,0.00 - 33.68,13.68,6.6,80815,253307.82,Auto,17.52,-0.06,-0.011,"0.75, 2.5, 5, 12.5",2021-05-12,----
8,HIGR_12F1103_0139_5252020_21,c16.1n13,Accept,----,----,----,ng/ul,55,----,337.15,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
9,HIGR_12F1103_0139_5252020_21,c16.1n9,Accept,----,----,----,ng/ul,55,----,337.15,55,88.10 - 128.10,108.1,100,233,337.15,69,57.99 - 97.99,77.99,59.23,138,337.15,268,0.00 - 28.60,8.6,2.15,5,337.15,No peak identified,7,----,----,----,2021-05-12,----
10,HIGR_12F1103_0139_5252020_21,c16.1n7c,Accept,----,----,----,ng/ul,55,----,24208.72,69,97.80 - 137.80,117.8,73.5,80545,24208.72,268,0.00 - 30.37,10.37,2.78,3048,24208.72,----,----,----,----,----,----,Ratio of reference ion does not match,18.22,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
11,HIGR_12F1103_0139_5252020_21,c16.1n6c,Accept,----,----,----,ng/ul,55,----,337.15,69,97.80 - 137.80,117.8,109.04,1062,337.15,268,0.00 - 30.37,10.37,2.88,28,337.15,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
12,HIGR_12F1103_0139_5252020_21,i17.0,Accept,----,----,----,ng/ul,74,----,1074.19,284,0.00 - 36.52,16.52,0,0,1074.19,143,12.85 - 52.85,32.85,0,0,1074.19,57,10.95 - 50.95,30.95,0,0,1074.19,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
13,HIGR_12F1103_0139_5252020_21,a17.0,Accept,----,----,----,ng/ul,74,----,1074.19,284,0.00 - 36.52,16.52,0,0,1074.19,143,12.85 - 52.85,32.85,0,0,1074.19,57,10.96 - 50.96,30.96,0,0,1074.19,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
14,HIGR_12F1103_0139_5252020_21,c16.2n5,Accept,----,----,----,ng/ul,67,----,73.7,74,0.00 - 28.86,8.86,28.13,9,73.7,69,9.62 - 49.62,29.62,368.75,118,73.7,266,0.00 - 28.96,8.96,0,0,73.7,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
15,HIGR_12F1103_0139_5252020_21,c17.0,Accept,20.23,0,0.0789,ng/ul,74,30434,1531.88,87,49.23 - 89.23,69.23,65.54,4852,1531.88,55,13.33 - 53.33,33.33,22.44,1661,1531.88,284,0.00 - 35.42,15.42,5.8,429,1531.88,Auto,20.28,-0.25,-0.05,"0.3, 1, 2, 5",2021-05-12,----
16,HIGR_12F1103_0139_5252020_21,c17.1n9c,Accept,20.881,0,0.0626,ng/ul,55,8789,565.8,55,154.23 - 194.23,174.23,100,1813,565.8,282,0.00 - 33.71,13.71,0,0,565.8,69,113.94 - 153.94,133.94,72.42,1313,565.8,Manual Integrate,21,-0.57,-0.119,"0.15, 0.5, 1, 2.5",2021-05-12,----
17,HIGR_12F1103_0139_5252020_21,c16.4n1,Accept,----,----,----,ng/ul,79,----,279.58,266,0.00 - 21.57,1.57,0,0,279.58,80,36.23 - 76.23,56.23,0,0,279.58,194,0.00 - 23.42,3.42,0,0,279.58,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
18,HIGR_12F1103_0139_5252020_21,i18.0,Accept,----,----,----,ng/ul,74,----,1074.19,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
19,HIGR_12F1103_0139_5252020_21,a18.0,Accept,----,----,----,ng/ul,74,----,1074.19,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
20,HIGR_12F1103_0139_5252020_21,c18.0,Accept,23.42,0,1.2119,ng/ul,74,470015,22651.77,87,44.78 - 84.78,64.78,68.28,70999,22651.77,143,0.10 - 40.10,20.1,24.11,25066,22651.77,55,8.23 - 48.23,28.23,24.03,24989,22651.77,Auto,23.49,-0.3,-0.07,"0.45, 1.5, 3, 7.5",2021-05-12,----
21,HIGR_12F1103_0139_5252020_21,c18.1n9c,Accept,24.045,0,5.6161,ng/ul,55,765908,36098.59,69,103.45 - 143.45,123.45,71.51,116052,36098.59,83,96.44 - 136.44,116.44,58.77,95378,36098.59,296,0.00 - 32.98,12.98,2.95,4791,36098.59,Manual Integrate,24.14,-0.39,-0.095,"0.75, 2.5, 5, 12.5",2021-05-12,----
22,HIGR_12F1103_0139_5252020_21,c18.1n7c,Accept,24.303,0,0.0802,ng/ul,55,12959,36015.38,69,126.16 - 166.16,146.16,75.16,1876,36015.38,296,0.00 - 32.17,12.17,2.36,59,36015.38,83,95.76 - 135.76,115.76,50.96,1272,36015.38,Manual Integrate,24.41,-0.44,-0.107,"0.3, 1, 2, 5",2021-05-12,----
23,HIGR_12F1103_0139_5252020_21,c18.1B,Accept,----,----,----,ng/ul,55,----,337.15,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
24,HIGR_12F1103_0139_5252020_21,c18.2n6c,Accept,25.619,0,2.3712,ng/ul,67,401238,18422.56,294,0.00 - 33.35,13.35,6.53,5388,18422.56,69,13.55 - 53.55,33.55,30.53,25193,18422.56,55,36.74 - 76.74,56.74,55.87,46109,18422.56,Auto,25.71,-0.35,-0.091,"0.6, 2, 4, 10",2021-05-12,----
25,HIGR_12F1103_0139_5252020_21,c18.2,Accept,----,----,----,ng/ul,67,----,73.7,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
26,HIGR_12F1103_0139_5252020_21,c18.3n6,Accept,26.53,0,0.252,ng/ul,79,37649,3283.86,292,0.00 - 27.50,7.5,4.29,293,3283.86,150,7.75 - 47.75,27.75,15.59,1065,3283.86,194,0.00 - 29.98,9.98,6.21,424,3283.86,Auto,26.62,-0.34,-0.09,"0.45, 1.5, 3, 7.5",2021-05-12,----
27,HIGR_12F1103_0139_5252020_21,c19.0,Accept,27.077,0,20.9718,ng/ul,74,8914884,319935.59,87,44.37 - 84.37,64.37,70.19,834987,319935.59,312,1.47 - 41.47,21.47,11.45,136218,319935.59,143,8.59 - 48.59,28.59,24.99,297325,319935.59,Auto,26.96,0.43,0.117,"0.3, 1, 2, 5",2021-05-12,----
28,HIGR_12F1103_0139_5252020_21,c18.3n3,Accept,27.786,0,5.4499,ng/ul,79,1014495,45165.23,236,0.00 - 23.82,3.82,2.88,5605,45165.23,108,20.90 - 60.90,40.9,36.49,71017,45165.23,292,0.00 - 24.05,4.05,2.61,5080,45165.23,Auto,27.82,-0.12,-0.034,"0.15, 0.5, 1, 2.5",2021-05-12,----
29,HIGR_12F1103_0139_5252020_21,c19.1A,Accept,----,----,----,ng/ul,55,----,337.15,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
30,HIGR_12F1103_0139_5252020_21,c18.4n1,Accept,----,----,----,ng/ul,79,----,279.58,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
31,HIGR_12F1103_0139_5252020_21,c20.0,Accept,30.685,0,1.3018,ng/ul,74,504520,21916.97,87,55.97 - 95.97,75.97,69.47,66184,21916.97,326,6.15 - 46.15,26.15,12.1,11526,21916.97,----,----,----,----,----,----,Auto,30.7,-0.05,-0.015,"0.6, 2, 4, 10",2021-05-12,----
32,HIGR_12F1103_0139_5252020_21,c20.1n11,Accept,----,----,----,ng/ul,55,----,337.15,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
33,HIGR_12F1103_0139_5252020_21,c20.1n9,Accept,----,----,----,ng/ul,55,----,196.55,69,44.41 - 84.41,64.41,64.82,420,196.55,324,0.00 - 22.56,2.56,0.77,5,196.55,43,38.09 - 78.09,58.09,40.9,265,196.55,No peak identified,31.44,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
34,HIGR_12F1103_0139_5252020_21,c20.1n7,Accept,----,----,----,ng/ul,55,----,337.15,69,130.69 - 170.69,150.69,155.02,710,337.15,324,0.00 - 33.83,13.83,0.22,1,337.15,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
35,HIGR_12F1103_0139_5252020_21,c20.2n6,Accept,33.223,0,0.1924,ng/ul,67,31984,1321.42,322,0.00 - 27.09,7.09,4.26,247,1321.42,55,50.40 - 90.40,70.4,58.28,3379,1321.42,95,42.62 - 82.62,62.62,68.06,3946,1321.42,Auto,33.28,-0.17,-0.058,"0.45, 1.5, 3, 7.5",2021-05-12,----
36,HIGR_12F1103_0139_5252020_21,c20.3n6,Accept,34.187,0,0.1179,ng/ul,79,16688,39877.66,80,63.92 - 103.92,83.92,78.54,2335,39877.66,81,47.82 - 87.82,67.82,66.57,1979,39877.66,93,37.76 - 77.76,57.76,58.43,1737,39877.66,Auto,34.24,-0.15,-0.053,"0.3, 1, 2, 5",2021-05-12,----
37,HIGR_12F1103_0139_5252020_21,c20.4n6,Accept,34.791,0,13.884,ng/ul,79,2172779,84390.65,150,6.60 - 46.60,26.6,18.72,63037,84390.65,180,0.00 - 28.23,8.23,5.23,17619,84390.65,318,0.00 - 90.48,0.48,0.59,1969,84390.65,Auto,34.82,-0.08,-0.029,"0.75, 2.5, 5, 12.5",2021-05-12,----
38,HIGR_12F1103_0139_5252020_21,c20.3n3,Accept,35.582,0,0.1598,ng/ul,79,28452,1219.01,320,0.00 - 25.59,5.59,2.72,130,1219.01,264,0.00 - 23.07,3.07,2.07,99,1219.01,108,38.98 - 78.98,58.98,42.86,2047,1219.01,Auto,35.67,-0.25,-0.088,"0.15, 0.5, 1, 2.5",2021-05-12,----
39,HIGR_12F1103_0139_5252020_21,c20.4n3,Accept,----,----,----,ng/ul,79,----,279.58,108,17.16 - 57.16,37.16,33.51,128,279.58,222,0.00 - 25.14,5.14,0,0,279.58,318,0.00 - 21.13,1.13,0,0,279.58,No peak identified,7,----,----,----,2021-05-12,----
40,HIGR_12F1103_0139_5252020_21,c20.5n3,Accept,37.165,0,9.3557,ng/ul,79,1489798,60125.19,108,12.42 - 52.42,32.42,23.08,56222,60125.19,180,0.00 - 25.77,5.77,4.24,10318,60125.19,316,0.00 - 20.08,0.08,0.16,392,60125.19,Auto,37.25,-0.23,-0.085,"0.45, 1.5, 3, 7.5",2021-05-12,----
41,HIGR_12F1103_0139_5252020_21,c22.0,Accept,38.491,0,0.0274,ng/ul,74,8236,345.26,87,55.38 - 95.38,75.38,67.6,918,345.26,143,16.60 - 56.60,36.6,27.1,368,345.26,354,15.36 - 55.36,35.36,15.54,211,345.26,Auto,38.48,0.03,0.011,"0.15, 0.5, 1, 2.5",2021-05-12,----
42,HIGR_12F1103_0139_5252020_21,c22.1,Accept,----,----,----,ng/ul,55,----,337.15,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
43,HIGR_12F1103_0139_5252020_21,c22.1n9c,Accept,----,----,----,ng/ul,55,----,53.95,55,116.11 - 156.11,136.11,100,71,53.95,69,80.00 - 120.00,100,47.89,34,53.95,320,49.99 - 89.99,69.99,46.48,33,53.95,Ratio of reference ion does not match,39.29,----,----,"0.6, 2, 4, 10",2021-05-12,----
44,HIGR_12F1103_0139_5252020_21,c22.1n7c,Accept,----,----,----,ng/ul,55,----,337.15,55,113.05 - 153.05,133.05,100,974,337.15,74,37.45 - 77.45,57.45,0,0,337.15,320,38.27 - 78.27,58.27,2.26,22,337.15,Ratio of reference ion does not match,7,----,----,----,2021-05-12,----
45,HIGR_12F1103_0139_5252020_21,c22.1A,Accept,----,----,----,ng/ul,55,----,337.15,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
46,HIGR_12F1103_0139_5252020_21,c21.5n3,Accept,----,----,----,ng/ul,79,----,279.58,108,9.78 - 49.78,29.78,33.51,128,279.58,194,0.00 - 25.52,5.52,0,0,279.58,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
47,HIGR_12F1103_0139_5252020_21,c22.2n6,Accept,----,----,----,ng/ul,67,----,101.38,350,2.90 - 42.90,22.9,31.43,22,101.38,55,51.64 - 91.64,71.64,0,0,101.38,----,----,----,----,----,----,Ratio of reference ion does not match,41.3,----,----,"0.3, 1, 2, 5",2021-05-12,----
48,HIGR_12F1103_0139_5252020_21,c23.0,Accept,----,----,----,ng/ul,74,----,----,368,25.14 - 65.14,45.14,----,----,----,87,59.93 - 99.93,79.93,----,----,----,----,----,----,----,----,----,No peak is found in the Window/Band range,42.42,----,----,"0.45, 1.5, 3, 7.5",2021-05-12,----
49,HIGR_12F1103_0139_5252020_21,c22.PUFA,Accept,----,----,----,ng/ul,79,----,279.58,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7,----,----,----,2021-05-12,----
50,HIGR_12F1103_0139_5252020_21,c22.3n6,Accept,----,----,----,ng/ul,79,----,1385.18,150,11.35 - 51.35,31.35,37.33,56,1385.18,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,43.63,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
51,HIGR_12F1103_0139_5252020_21,c22.4n6,Accept,43.062,0,3.2941,ng/ul,79,458987,18198.27,366,0.00 - 29.50,9.5,0,0,18198.27,150,9.43 - 49.43,29.43,17.91,13712,18198.27,313,0.00 - 30.39,10.39,0,0,18198.27,Auto,43.1,-0.09,-0.038,"0.6, 2, 4, 10",2021-05-12,----
52,HIGR_12F1103_0139_5252020_21,c22.5n6,Accept,----,----,----,ng/ul,79,----,18169.34,150,4.16 - 44.16,24.16,37.33,56,18169.34,166,0.00 - 28.48,8.48,0,0,18169.34,----,----,----,----,----,----,No peak identified,43.5,----,----,"0.45, 1.5, 3, 7.5",2021-05-12,----
53,HIGR_12F1103_0139_5252020_21,c22.5n3,Accept,45.509,0,4.8017,ng/ul,79,691593,27589.75,108,16.14 - 56.14,36.14,25.67,29459,27589.75,208,0.00 - 25.79,5.79,3.24,3713,27589.75,----,----,----,----,----,----,Auto,45.6,-0.2,-0.091,"0.3, 1, 2, 5",2021-05-12,----
54,HIGR_12F1103_0139_5252020_21,c22.6n3,Accept,----,----,----,ng/ul,79,----,22531.33,108,15.57 - 55.57,35.57,23.08,30,22531.33,166,0.00 - 25.99,5.99,20.77,27,22531.33,----,----,----,----,----,----,No peak identified,46,----,----,"0.75, 2.5, 5, 12.5",2021-05-12,----
55,HIGR_12F1103_0139_5252020_21,c24.0,Accept,46.323,0,0.0487,ng/ul,74,13521,518.77,87,59.15 - 99.15,79.15,67.99,1372,518.77,382,26.18 - 66.18,46.18,26.51,535,518.77,143,20.93 - 60.93,40.93,36.27,732,518.77,Manual Integrate,46.29,0.07,0.033,"0.15, 0.5, 1, 2.5",2021-05-12,----
56,HIGR_12F1103_0139_5252020_21,c24.1n9,Accept,----,----,----,ng/ul,55,----,41.87,348,56.91 - 96.91,76.91,0,0,41.87,380,0.00 - 27.17,7.17,0,0,41.87,----,----,----,----,----,----,Ratio of reference ion does not match,47.24,----,----,"0.45, 1.5, 3, 7.5",2021-05-12,----
57,HIGR_12F1103_0139_5252020_21,c8:0,Accept,6.192,0,0.0061,ng/ul,74,2737,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,Manual Integrate,6.241,-0.79,-0.049,"0.15, 0.5, 1, 2.5",2021-05-12,----
58,HIGR_12F1103_0139_5252020_21,c9:0,Accept,----,----,----,ng/ul,74,----,1070.46,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,7.427,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
59,HIGR_12F1103_0139_5252020_21,c10:0,Accept,8.484,0,0.0035,ng/ul,74,1488,115.65,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,Auto,8.543,-0.69,-0.059,"0.3, 1, 2, 5",2021-05-12,----
60,HIGR_12F1103_0139_5252020_21,c11:0,Accept,9.547,0,0.0052,ng/ul,74,2141,197.16,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,Auto,9.583,-0.38,-0.036,"0.45, 1.5, 3, 7.5",2021-05-12,----
61,HIGR_12F1103_0139_5252020_21,c11:1,Accept,----,----,----,ng/ul,55,----,157.8,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,No peak identified,10.064,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
62,HIGR_12F1103_0139_5252020_21,c12:0,Accept,10.586,0,0.0111,ng/ul,74,4481,376.63,214,0.00 - 23.27,3.27,1.86,51,376.63,143,0.00 - 31.43,11.43,12.71,349,376.63,171,0.00 - 27.50,7.5,9.18,252,376.63,Auto,10.625,-0.37,-0.039,"0.6, 2, 4, 10",2021-05-12,----
63,HIGR_12F1103_0139_5252020_21,c13.0,Accept,----,----,----,ng/ul,74,----,121.88,228,0.00 - 26.29,6.29,4.93,37,121.88,87,42.07 - 82.07,62.07,55.33,415,121.88,69,0.00 - 31.14,11.14,0,0,121.88,No peak identified,11.835,----,----,"0.15, 0.5, 1, 2.5",2021-05-12,----
64,HIGR_12F1103_0139_5252020_21,c16:1n1,Accept,18.479,0,0.9891,ng/ul,55,135359,24175.28,69,97.80 - 137.80,117.8,58.91,22568,24175.28,268,0.00 - 30.37,10.37,2.05,784,24175.28,----,----,----,----,----,----,Manual Integrate,18.5,-0.11,-0.021,----,2021-05-12,----
65,HIGR_12F1103_0139_5252020_21,c18:4n1,Accept,28.761,0,7.9493,ng/ul,79,1479769,64679,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,Auto,28.7,0.21,0.061,----,2021-05-12,----
