ID,FAvialNum,season,Ice.cover,depth,phyla,genus,species,sp.abrev,tissue.type,C13:0,i-14:0,C14:0,C14:1w5,i-15:0,a-15:0,C15:0,i-16:0,a-16:0,C16:0,C16:0,C16:1w?,C16:1w7c,C16:1w?,i-17:0,a-17:0,C16:2w6,C17:0,C16:3w4,C16:3w3,C17:1w9c,C16:4w3,17:1w?,C16:4w1,C18:0,C18:1w?,C18:1w9c,C18:1w7c,C18:2w?,C18:2w?,C18:2w6c,C18:2w?,C18:3w6,C18:3w3,C18:4w3,C18:4w1,C18:5w3,C20:0,C20:1w?,C20:1w?,C20:1w9,C20:1w?,C20:1w?,C20:2w?,C20:3w?,C20:2w6,C20:3w6,C20:4w6,C20:3w3,C20:4w3,C20:5w3,C22:0,C22:1w9c,C22:2?,C22:2?,C22:2w6,C22:3?,C22:4w6,C22:5w6,C22:4w3,C22:5w3,C22:6w3,C24:1w9
731__NACO.qgd,731,winter,<=60%,5-30m,mollusc,Nacella,concinna,NACO,foot,0.00604967,0.0178907,1.99820186,0.00489204,0.07394505,0.02613765,0.71820492,0.05413134,0,6.94E-05,21.9002528,0.03598232,0.38225195,0.06462658,0.40851397,0.07724574,0.02728253,1.41848246,0.01488341,0.00834262,0,0,0,0.00545969,10.3757647,0.30725769,1.50565739,8.6654054,0.04898736,0.01926838,0.23870217,0.93499178,0,0.28258064,0.1220618,0.10618978,0,0.13117139,0,2.13663476,2.62620542,0.99022653,0.14265365,0,0,2.88274089,0.16920588,5.9145359,2.74222073,0.1872943,27.4271185,0.02169527,0,0.6315833,0.32603814,0.01126062,0.12960396,0.30069776,0,-0.0010508,2.46366152,0.91678854,0
732__NACO.qgd,732,winter,<=60%,5-30m,mollusc,Nacella,concinna,NACO,foot,0.0055408,0.01732334,1.63661536,0.00578355,0.08511163,0.02587425,0.76832596,0.05303205,0,7.20E-05,22.7254326,0.0358665,0.40065793,0.05156947,0.52204266,0.09414197,0.03274411,1.68094174,0.018352,0.00649967,0,0,0,0.01255024,10.1454234,0.2624566,1.34886864,8.59267557,0.04496057,0.0204609,0.12767503,0.8639123,0,0.39024997,0.12953511,0.13412614,0,0.12735793,0,1.96297168,3.11955704,0.91135197,0.14806613,0,0,1.91905798,0.18441814,4.9315435,2.71716344,0.30343908,27.2943421,0.02310992,0,0.65001809,0.26621924,0.01072354,0.15135845,0.24128565,0,-0.0009998,3.30411172,1.49608211,0
733__NACO.qgd,733,winter,<=60%,5-30m,mollusc,Nacella,concinna,NACO,gonad,0.00796856,0.0255608,2.18452682,0.01244713,0.10583802,0.04007495,0.33258991,0.04784879,0,6.89E-05,21.7237926,0.0229845,0.25716572,0.04391694,0.24350533,0.06746313,0.01864073,0.77526049,0.00755665,0,0,0,0,0.00357237,8.74569014,0.38527675,1.41260653,10.6462622,0.08429895,0.01642392,0.10214582,0.30182409,0,0.13367555,0.04698753,0.0761881,0,0.07419221,0,0.80982711,1.25008241,0.58042402,0.04742939,0,0,0.6658164,0.06718602,0.47707992,2.95696387,0.20065187,44.2248716,0.00394683,0,0.0585659,0.07460787,0.00279349,0.04996076,0.03016668,0,-0.0024677,0.40531797,0.1504215,0
734__NACO_gonad.qgd,734,winter,<=60%,5-30m,mollusc,Nacella,concinna,NACO,gonad,0.00971926,0.0325498,2.72050648,0.01595511,0.1371146,0.04497583,0.52395468,0.04660332,0.008383,6.26E-05,26.3738171,0.0281413,0.66425574,0.05070916,0.24135961,0.06336932,0.05106892,1.00028958,0.02757596,0.01059867,0.00714382,-0.0014505,0,0.03889415,7.82940298,0.10279455,1.6648594,11.4063461,0.04362244,0.01034741,0,0.30298723,0,0.2821211,0.09267556,0.14594302,0.00343772,0,0.06038844,0.81023873,1.54126724,0.62966729,0,0.04625498,0.03708393,0.34397714,0.05691075,0.40811166,1.8436149,0.34964766,39.1670759,0.00416295,0.00871992,0.09355497,0.03949376,0,0.00051394,0,0,0.01598366,0.35528962,0.20790756,0
737__NACO.qgd,737,winter,<=60%,5-30m,mollusc,Nacella,concinna,NACO,foot,0.00868304,0.02199598,2.99172407,0.36913893,0.10462804,0.03900696,0.98619759,0.0634513,0.00770605,5.58E-05,23.5312183,0.03724721,1.64478416,0.16697092,0.5814025,0.13175616,0.05970618,1.89479128,0.02226279,0.01354052,0.00826517,0.0017421,0,0.01983601,9.4532709,0.18534144,3.66853011,9.77174571,0.04563597,0.0129402,0.15039938,1.06047032,0,0.45309523,0.20275068,0.20204834,0.00290742,0,0.04525538,2.09083251,2.34122611,0.94192901,0,0.21752126,0.04219689,1.7064659,0.10715291,4.05071322,2.7130547,0.33171124,22.6624732,0.01890022,0,0.83324588,0.38895925,0.01280876,0.07965009,0.01249486,0.01812922,0.03227398,2.2536012,1.17840542,0.00575207
738__NACO_gonad.qgd,738,winter,<=60%,5-30m,mollusc,Nacella,concinna,NACO,gonad,0.01463131,0.05542534,6.51865448,1.58136237,0.1757325,0.07447515,1.07992827,0.10970749,0.002723,6.07E-05,25.5938259,0.04368869,3.93926038,0.62362211,0.66727348,0.19980538,0.15432665,0.67911835,0.04347846,0.0326499,0.02199424,0.00807447,0.00329397,0.06298978,4.97768185,0.07909269,8.38941384,10.1661681,0.04485054,0.03123926,0.30068083,1.99659089,0.00030726,0.72900439,0.45175456,0.5759926,8.09E-05,0,0.03431803,2.33081602,1.1284609,1.44057485,0,0.40588896,0.09052581,1.1160973,0.21266033,1.95148161,1.12514702,0.72242764,14.2886893,0.02847645,0.03450089,1.0307177,0.92182749,0.01498833,0.11314949,0.1179362,0.01100521,0.03451333,1.84216473,1.56548338,0.00918904
742__NACO.qgd,742,winter,<=60%,5-30m,mollusc,Nacella,concinna,NACO,foot,0.01051964,0.01555561,2.78512505,0.15806238,0.06067607,0.02309394,0.72475036,0.04555642,0.00754028,5.32E-05,22.4301696,0.03937875,1.05197732,0.10957156,0.34254994,0.06152062,0.04704414,1.37509496,0.04942919,0.00848648,0.00440257,-0.0003499,0.00114756,0.01396428,10.8525953,0.27160642,2.83633716,8.74806978,0.05707699,0.01608345,0.2657865,1.18138977,0,0.3825445,0.18780513,0.15278985,0.00274672,0,0.05581605,2.50461379,2.69210417,1.13909618,0,0.1822941,0.02996562,2.55805261,0.25249669,6.10772316,2.427432,0.2423524,22.6819958,0.01796412,0.01102793,0.95187949,0.4234227,0.01280303,0.09897373,0.25465692,0.01350486,0.00452573,2.24821501,0.76177729,0.00715515
753__ODVA.qgd,753,winter,<=60%,5-30m,echinoderm,Odontaster,validus,ODVA,tube feet,0.0261628,0.43923978,0.54395308,0.00746412,0.92442247,0.32612706,0.31324478,0.31652929,0.00469476,4.05E-06,1.70594514,0.06305596,0.1970485,0.01604988,0.06144841,0.04968776,0.03418591,0.30625561,0.02361995,0.00275475,0,0.01607545,0,0.00787697,14.0883865,0.17159813,0.29525854,3.81561792,1.63921009,0.26521937,3.37131072,0.19650778,0.05002388,0.11857107,0.03413476,0.02485849,0,0,0.17424328,13.9513981,2.29529675,4.68444856,0,0.45055105,0,4.43105195,0,16.5365096,0.06085654,0.09080438,26.1812505,0.02035006,0.19639817,0.15500754,0.17786391,0.16899683,0.09489266,0.0592015,0.00668593,0.00259765,0.07841532,0.11277294,0.61386302
755__STNE.qgd,755,winter,<=60%,5-30m,echinoderm,Sterechinus,neumeyeri,STNE,gonad,0.2057984,0.14602121,11.7576777,0.18930209,0.50812434,0.26782517,1.56753376,0.12222921,0.00488803,3.39E-05,14.3044964,0.2356372,5.18019438,0.55721173,0.32954208,0.10201471,2.42559016,0.31692363,3.96013919,0.04839972,0.00813196,0.04917751,0,3.52528788,5.06902331,0.6117041,0.42381846,6.70027378,0.13698499,0.3942579,0.43490506,1.15469755,0.65028508,0.58133729,3.47382761,0.20252918,0,0,0.31192336,1.32718716,1.39798613,2.4937238,1.14908548,0.06318554,0.07545146,0.60915417,0.14720686,3.32739063,0.34788326,0.33096802,18.4250648,0.01330613,0.07087486,0.05716719,0.21975901,0.02979296,0.01974183,0.0854109,0.09898261,0.05305536,0.48059676,3.20111441,0.01816254
762__NEGE.qgd,762,winter,<=60%,5-30m,echinoderm,Neosmilaster,georgianus,NEGE,tube feet,0.05409972,0.03791182,2.31817619,0.03745071,0.21756665,0.13557944,1.04420805,0.15843294,0.04964143,1.37E-05,5.77697568,0.0099452,0.51952155,0.08406629,0.22089536,0.14120277,0.04853641,1.93801571,0.04109047,0.03890225,0,0.03872217,0,0.06482526,17.0460523,0.10944088,0.73377586,2.25523356,1.10883686,0,0.00199723,0.16570972,0.01331211,0.17899454,0.16825263,0.09847524,0.00500125,0,0.06601486,9.01772014,5.35067711,6.16326426,0,0.24353604,0,1.33010056,0.04253927,11.1526263,0.80003355,0.1386735,27.795007,0,0,0.85308827,0.24305583,0.03086423,0.06841044,0.02763375,0.01727655,0.02831586,0.57445617,0.87063494,0.32520948
763__MAAN.qgd,763,winter,<=60%,5-30m,mollusc,Margarella,antarctica,MAAN,whole body,0.10629287,0.17830076,4.78352769,0.05519153,0.22169622,0.09949357,0.98836711,0.8148712,0.01386234,4.27E-05,17.9778815,0.0662635,3.79248089,0.30141117,2.83229882,0.82315634,2.34179866,1.41115207,1.31693547,0.07273668,0.03616878,0.20360124,0.00426796,2.22958716,8.41938907,0.40852349,1.72213407,7.86786471,0.2480269,0.21574109,0.99156955,0.92070018,0.08903146,1.33404264,1.67968167,1.55116008,0,0.02965557,0.0574921,1.48977088,0.30487616,1.8959879,0,0.25070306,0.16162804,0.18334461,0.14111356,1.91295614,0.11373502,0.51826958,15.9713186,0.04086295,0.01675867,0.43894906,1.71179323,0.02075937,0.04157408,0.12651065,0.07618401,0.06128912,4.61071583,3.69090103,0.01359979
764__MAAN.qgd,764,winter,<=60%,5-30m,mollusc,Margarella,antarctica,MAAN,whole body,0.04411036,0.2860785,4.70524425,0.02640517,0.35902247,0.15508003,0.86031473,0.90152904,0.01927202,3.94E-05,16.6036509,0.03446758,3.51501209,0.31992798,2.76561461,0.87114636,2.49287568,1.48546893,1.85930139,0.08072059,0.06291985,0.17336528,0.00650236,3.0891971,8.62828412,0.18812031,1.96448658,6.47697262,0.20480998,0.30752445,1.54705364,0.66744237,0.25963951,1.98715944,2.3571463,1.57659498,0,0.02873976,0.05321958,1.47199576,0.54833756,1.93505516,0,0.33821745,0.18384685,0.20780411,0.2019875,2.67115451,0.19164714,0.69264261,14.2218066,0.03559387,0,0.58709382,1.71544364,0.0269514,0.06364703,0.22338272,0.1225936,0.06256979,4.18258721,3.33790182,0.01327953
765__MAAN.qgd,765,winter,<=60%,5-30m,mollusc,Margarella,antarctica,MAAN,whole body,0.09253789,0.24942241,4.61103531,0.05407124,0.69725219,0.24492334,1.25107495,1.17916636,0.02617391,4.06E-05,17.1293219,0.07888365,3.74294276,0.39350865,4.78632975,1.52753777,2.21798342,1.85870852,1.10934118,0.05564529,0.16571799,0.14003334,0.00706314,2.16233526,8.13052946,0.42606494,1.47767071,7.34058906,0.36746208,0.30281768,0.74111027,0.8810603,0.17224686,1.33058477,1.63418661,1.32118545,0,0.03250651,0.05427709,1.28289497,0.32287346,1.8295981,0,0.52081455,0.16168711,0.18795485,0.14961553,1.83998265,0.15829006,0.55678513,14.4926143,0.04165976,0.02003376,0.50048781,1.72034499,0.02537444,0.05319612,0.1654049,0.10416521,0.07162232,4.19633343,3.57392252,0.03100139
766__PRGR.qgd,766,winter,<=60%,5-30m,amphipod,Prostebbingia,gracilis,PRGR,whole body,0.03343582,0.16271508,5.05017409,0.06202298,0.71418879,0.25858323,0.89886276,0.24290136,0.01073104,4.63E-05,19.5111228,0.05127458,5.36329996,0.26121156,0.66699561,0.24447262,3.06560435,0.5162249,2.88801607,0.14337919,0.05695595,0.49141798,0.04297756,5.47716979,2.29342189,0,5.23625505,4.28798679,0.16240257,0.10206637,1.76608066,1.21315989,0.63273242,2.11556717,4.1590955,0.42485818,0,0,0.05344149,0.13252662,0.99102145,1.21251082,0,0.06043837,0.11575028,0.35825097,0.32744148,1.39019994,0.75679841,1.04692968,16.8191248,0.20680648,0.0512472,0.07544779,0.03631257,0.04821086,0.00432447,0,0.14767961,0.04258492,1.13555321,6.16606286,0.21392489
767__PRGR.qgd,767,winter,<=60%,5-30m,amphipod,Prostebbingia,gracilis,PRGR,whole body,0.03407026,0.17359285,5.43259409,0.06051528,0.71741381,0.25290549,0.9351293,0.24950918,0.01133598,4.62E-05,19.4574895,0.03629222,5.21883232,0.26309162,0.64658285,0.23710809,3.08494359,0.55008137,2.96299849,0.10766519,0.05139425,0.32922377,0.08075309,5.89684051,2.35708595,0,5.05428417,4.16906314,0.15085647,0.11474352,1.59596756,1.28287802,0.71965888,1.83474859,4.16090919,0.47391786,0,0,0.06013013,0.10610288,0.96190765,1.2595261,0,0.04274311,0.12358374,0.33388057,0.35451894,1.63499853,0.63332743,0.99876428,17.0296427,0.20308825,0.09591395,0.08062914,0.02030434,0.04410934,0.00012675,0.02361172,0.14157859,0.04034678,1.08012171,5.82377639,0.20274441
768__PRGR.qgd,768,winter,<=60%,5-30m,amphipod,Prostebbingia,gracilis,PRGR,whole body,0.03780358,0.17331665,5.01645832,0.07425789,0.76254628,0.25572197,0.97772517,0.26318099,0.01190959,4.57E-05,19.2534381,0.03609251,4.88882883,0.28742538,0.72420031,0.26573799,2.9562922,0.58841891,2.70344613,0.14936427,0.05253784,0.72669583,0.05847727,5.33532328,2.48084152,0,5.07620864,4.21535988,0.16200261,0.09944747,1.85014797,1.29878019,0.6419013,2.21288849,4.23431033,0.43510164,0,0,0.05928861,0.1717977,1.13549237,1.5120732,0,0.07468438,0.10931492,0.44522076,0.36598335,1.63651813,0.91749329,1.08347579,16.1894767,0.2197063,0.0721863,0.08098561,0.04641206,0.0472311,0.00485336,0,0.15395764,0.0511508,1.24073646,5.84915644,0.22656978
769__PRGR.qgd,769,winter,<=60%,5-30m,amphipod,Prostebbingia,gracilis,PRGR,whole body,0.02563092,0.14275144,4.60433124,0.04976757,0.66123091,0.22549469,0.85992895,0.21306806,0.01180195,4.71E-05,19.8376212,0.03738615,5.37926762,0.24829607,0.60774913,0.37340788,3.07124511,0.48268932,3.12504487,0.12590981,0.04043347,0.44863381,0.02196193,4.99684438,2.23716033,0,5.33090238,4.25998214,0.12409152,0.09958036,1.91352982,1.32213854,0.59619887,2.07105969,4.0043074,0.39198792,0,0,0.05943399,0.08929303,0.97634716,1.21646204,0,0.0366733,0.11946252,0.36447315,0.32711865,1.34236959,0.74052219,1.08219095,17.2446338,0.20744665,0.05624501,0.07378667,0.01340473,0.04440915,0.00162237,0,0.19853302,0.04737282,1.08805575,6.49155572,0.23710524
770__PRGR.qgd,770,winter,<=60%,5-30m,amphipod,Prostebbingia,gracilis,PRGR,whole body,0.03149002,0.16521405,4.75858309,0.0663271,0.69287961,0.23889853,0.85559893,0.23525097,0.01056072,4.63E-05,19.5040381,0.03622125,5.37877888,0.26036352,0.64782843,0.22922934,2.91640572,0.50278588,2.57003009,0.12983207,0.0451411,0.43116266,0.01974496,5.59206838,2.29258774,0,5.23550862,4.48929127,0.1524007,0.10018504,1.61483868,1.25274917,0.60355041,1.94682849,4.12093034,0.38127266,0,0,0.05296115,0.15616278,0.99490882,1.27005857,0,0.05771467,0.10886741,0.33171313,0.30674968,1.44363143,0.69577168,1.02118727,17.7903163,0.22288952,0.04151967,0,0.02353009,0.03593996,0.00578415,0.02591646,0.11576443,0.04554306,1.16672937,6.36090969,0.21680795
775__MAAN.qgd,775,winter,<=60%,5-30m,mollusc,Margarella,antarctica,MAAN,whole body,0.05962357,0.23087567,5.27967534,0.04430586,0.29997105,0.14330019,0.84364638,0.8612492,0.01334673,3.89E-05,16.3831218,0.09084799,3.90299483,0.31997487,2.72774979,0.92650223,2.59145912,1.2903472,2.01413923,0.04857057,0.06929747,0.08771051,0.00754872,2.86426934,8.18894011,0.32980391,1.73836488,6.94611861,0.20326471,0.31357158,1.08308881,0.8228103,0.45685932,1.39397112,2.20037575,1.77987134,0,0.02104869,0.04296985,1.45435033,0.5052326,2.28501104,0,0.38405565,0.20325034,0.21225383,0.22033696,2.67133648,0.16119416,0.67953502,14.1947865,0.04173918,0.04279842,0.60625154,1.58474147,0.02386533,0.06221899,0.24702467,0.24461889,0.06125552,3.99624286,3.46471137,0.03156345
776__MAAN.qgd,776,winter,<=60%,5-30m,mollusc,Margarella,antarctica,MAAN,whole body,0.04497497,0.32875762,5.15735523,0.05959831,0.3557679,0.15940652,0.79201286,1.03273136,0.01455412,3.90E-05,16.427264,0.07242022,3.60332991,0.32193562,3.14067714,0.98487736,2.49107005,1.24019185,1.58906083,0.04821805,0.10986389,0.10954258,0.00723732,2.83688652,8.30969378,0.30284376,2.45882983,6.67987185,0.24948207,0.31375486,1.30409033,0.84897312,0.15241189,1.59792354,1.98363715,1.85880467,0,0.02126161,0.06915834,1.32099451,0.62934447,2.18160853,0,0.47458166,0.28582592,0.22007303,0.19863709,2.37627616,0.16839057,0.7476096,13.6942867,0.04487755,0.01670848,0.71285781,1.67461744,0.0250311,0.06443771,0.2320438,0.141717,0.0802959,4.37909149,3.23422052,0.01796298
782__NEGE.qgd,782,winter,<=60%,5-20m,echinoderm,Neosmilaster,georgianus,NEGE,tube feet,0.0319976,0.08025499,1.04607227,0.00889412,0.54132865,0.23542683,0.52404782,0.6986216,0.08276705,1.20E-05,5.06197414,0.03768717,0.4936265,0.05875065,0.41672994,0.31091347,0.10006243,2.65271292,0.06582311,0.03853978,0.02222385,0.02469848,0.00365164,0.12085973,20.0625675,0.19005582,0.51680693,3.95623623,1.34312365,0.0221885,0.10452509,0.40121879,0,0.24946984,0.17941699,0.23466156,0.00640701,0,0.02635378,7.53912551,3.66563137,4.73596126,0,0.6498277,0,1.46498155,0.04461198,8.85882542,0.67347394,0.14615503,25.1599351,0,0.17137132,0.76275405,0.82877887,0.02128183,0.04033649,0.06079274,0.02408086,0.02733532,1.96096414,2.55476536,0.65830175
783__NEGE.qgd,783,winter,<=60%,5-20m,echinoderm,Neosmilaster,georgianus,NEGE,tube feet,0.04506958,0.03388957,1.44672282,0.02604898,0.25138432,0.09421537,0.73619101,0.20561567,0.13370752,1.15E-05,4.84574593,0.01158487,0.30867749,0.11573048,0.15529556,0.11904476,0.0264664,2.12701377,0.03025343,0.01943301,0,0.02777401,-0.0002967,0.03283343,18.6169517,0.13791951,0.49377384,3.17943117,1.5541299,0.01272148,0.11314545,0.25559631,0,0.15495105,0.10076345,0.13197495,0.00825048,0,0.06335089,8.27957896,4.44707764,5.37409583,0,0.73061107,0,1.51919173,0.03173202,12.9258952,0.92630655,0.11230808,25.5828565,0.00641229,0.22211411,0.85472782,0.34641946,0.02515629,0.05025725,0.11925096,0,0.03729689,1.01356145,0.79823179,0.98154527
784__STNE.qgd,784,winter,<=60%,5-20m,echinoderm,Sterechinus,neumayeri,STNE,gonad,0.07935988,0.07322385,10.3531143,0.04735663,0.25099549,0.09810096,0.60653876,0.04096087,0.01131524,3.01E-05,12.674131,0.11845818,3.52377577,0.22014441,0.13902409,0.03869649,1.31252156,0.27060014,2.46663416,0.01704279,0.00792755,0.01458528,0,2.54540796,10.9847366,0.53352136,0.1536693,6.96631577,0.06293868,0.16149917,0.13136737,1.3663117,0.32275415,0.18475348,1.47567018,0.24435996,0.00186922,0,0.42152998,1.58882483,0.70291923,2.96045782,1.35510967,0.0655405,0,0.89758714,0.20482432,3.87425526,0.47857683,0.28834889,22.3267281,0.03333301,1.06992426,0.04765633,0.15604024,0.02783412,0.02183351,0.10657463,0.15165356,0.01900082,1.01263321,4.67732227,0.01177922
785__STNE.qgd,785,winter,<=60%,5-20m,echinoderm,Sterechinus,neumayeri,STNE,gonad,0.08222267,0.09674784,8.53627528,0.03430817,0.332696,0.16854766,0.73114508,0.05066639,0.01328148,2.93E-05,12.3617224,0.16053329,2.64150192,0.17103504,0.14570184,0.04389107,0.67258034,0.33900262,0.67981508,0.01276173,0.0143349,0.00720226,0,0.55060603,13.1973884,0.63390069,0.2210935,6.56268058,0.05268042,0.11240997,0.13311645,0.87815093,0.23408727,0.17182858,0.87427137,0.0479609,0.00322524,0,0.2688595,1.92609786,0.64877391,2.96065192,1.61904597,0.05794754,0,1.01711458,0.11997883,4.49581388,0.63882904,0.17207454,27.3478135,0.02750037,1.02031661,0.05366424,0.16151711,0.02838209,0.00303497,0.09540206,0.12710684,0.01586631,1.00817673,5.2099,0.00672891
786__STNE.qgd,786,winter,<=60%,5-20m,echinoderm,Sterechinus,neumayeri,STNE,gonad,0.07525114,0.03906525,10.4634913,0.05798715,0.19669014,0.06422777,0.46863749,0.03434311,0.00604058,3.03E-05,12.782862,0.13086813,3.49288295,0.2275265,0.1161319,0.03649808,1.42669535,0.20401583,3.60356832,0.01314804,0.01266006,0.01307833,0,2.36857426,10.7972629,0.83455178,0.14883226,6.42639544,0.06704044,0.22196784,0.13351107,1.40065387,0.36355928,0.20573738,1.4603171,0.21782763,0.00112749,0,0.28241001,1.67470769,0.5594917,2.83900302,1.34508235,0.05690815,0,0.59786893,0.14634995,3.3112594,0.34454646,0.22639295,23.0515545,0.02447147,0.93158296,0.06549771,0.10724834,0.01632745,0.01993422,0.11017618,0.21793068,0.01608195,0.88492531,5.04462104,0.01256914
787__STNE.qgd,787,winter,<=60%,5-20m,echinoderm,Sterechinus,neumayeri,STNE,gonad,0.04794956,0.05891206,11.2817115,0.05175263,0.16567484,0.077032,0.42790012,0.02733311,0.00895027,2.20E-05,13.201046,0.05882904,3.8316271,0.19818183,0.11688521,0.02557191,1.32851396,0.15607426,3.99020676,0.00990697,0.00826635,0.01221372,0,3.30039763,8.05632476,0.52015726,0.12614383,6.5818985,0.06094307,0.18963579,0.13644415,1.09585639,0.38550791,0.20636022,1.75398082,0.23546836,0,1.07869908,1.80494576,1.21879806,0.47270384,2.33453361,1.0947554,0,0,0.41529601,0.13234458,3.66226877,0.16881772,0.19021297,24.6535183,0.02065401,0.86241608,0.02030217,0.1108248,0.0144671,0,0.06835056,0.10589306,0.01093779,0.56864052,3.25210513,0.00483488
788__CNEM.qgd,788,winter,<=60%,5-20m,tunicate,Cnemidocarpa,sp.,CNEM,pharyngeal basket,0.20514762,0.12417983,11.2883151,0.00856982,0.73139132,0.16240657,2.13782785,0.3240261,0.06979215,2.52E-05,15.1035535,0.13090438,4.92027937,0.33724173,0.26154369,0.2889088,0.4603562,0.88382118,0.04698007,0.0175821,0.04018009,0.008527,0.03747844,0.09403355,5.96891618,0.0421375,1.75238062,3.18172404,0.02897693,0.01649737,1.78859897,0.21907383,0.17422245,1.13978215,3.82357469,0.02045706,0,0.75673173,0,0.12410031,0.23533467,2.66183174,0,0,0.01748627,0.23607278,0.08499477,0.58589399,0.11615645,0.86813125,22.9309923,0.23051249,0.09267763,0,0.00523202,0.02804409,0,0.04057361,0.1288185,0.03464528,1.9346713,13.0142665,0.03341884
789__CNEM.qgd,789,winter,<=60%,5-20m,tunicate,Cnemidocarpa,sp.,CNEM,pharyngeal basket,0.12994285,0.06572749,11.6248038,0.00779437,0.84841189,0.18289661,1.81506591,0.37565265,0.06702273,3.00E-05,17.9839569,0.06802472,4.83142193,0.44495657,0.35914593,0.39955356,0.40324989,0.92353906,0.04182353,0.01609126,0.05217937,0.0084649,0.04718474,0.0665248,5.79478743,0.02866337,1.75204881,3.59012133,0.03858619,0.0183839,2.2133922,0.23707536,0.19443772,1.29505549,3.20620158,0.02003351,0,0.58835055,0,0.10970925,0.22624297,1.71192223,0,0,0.02313567,0.27166813,0.0809298,0.53488052,0.12159861,0.70416333,20.5192896,0.2706188,0.07938406,0,0.00900408,0.03304704,0,0.03468747,0.15998088,0.02710618,1.65244032,13.6302545,0.05933375
790__CNEM.qgd,790,winter,<=60%,5-20m,tunicate,Cnemidocarpa,sp.,CNEM,pharyngeal basket,0.1463565,0.06906316,11.0003068,0.00719193,0.86343556,0.17545993,2.02881088,0.39636057,0.0575976,2.93E-05,17.5940073,0.08901131,4.41351841,0.54101172,0.39827419,0.40311109,0.40074735,1.00471269,0.04136105,0.01419237,0.06417652,0.00950593,0.05881739,0.09852346,5.5991801,0.04366137,1.88970662,4.08940228,0.05685093,0.0229137,2.32032833,0.26455704,0.25235414,1.11922898,2.74159891,0.02861353,0,0.67007414,0,0.12492246,0.31140778,1.97820564,0,0,0.02282169,0.30013495,0.11268474,0.63955445,0.11204065,0.72935408,19.6344491,0.28531839,0.1154501,0,0.01628753,0.02734898,0,0.04393866,0.22066936,0.0340168,1.71602975,14.5425965,0.05871543
791__CNEM.qgd,791,winter,<=60%,5-20m,tunicate,Cnemidocarpa,sp.,CNEM,pharyngeal basket,0.12384247,0.06157957,10.4174186,0.00729417,0.89955141,0.15863113,1.84628514,0.41875556,0.04929722,3.05E-05,18.3046589,0.08132155,4.39758462,0.60794731,0.40910541,0.42635331,0.38508359,1.05315389,0.03792918,0.01610383,0.09471105,0.00933348,0.06067479,0.08535495,6.3548275,0.04669599,1.98837136,4.32372212,0.05763129,0.02794926,2.52147162,0.27540206,0.27775091,1.1203895,2.50444218,0.01491691,0,0.61236226,0,0.09650513,0.30234416,1.89826395,0,0,0.02020509,0.34343292,0.12073528,0.62372435,0.12121029,0.71780801,18.4508297,0.26544476,0.08427041,0.00031667,0.01429785,0.02316585,0,0.04944961,0.25579341,0.03086419,1.57394443,14.8733167,0.05614257
795__ISAN.qgd,795,winter,<=60%,5-20m,anemone,Isotealia,antarctica,ISAN,tentacle,0.01194262,0.03043612,0.8887028,0.02071589,1.25918118,0.04468264,1.12000343,1.18948293,0.69755673,2.58E-05,15.452283,0.19237773,1.06018964,0.22856101,1.21015686,0.87465107,0.23974905,2.02499653,0.03808501,0.02378216,0.08311887,0.00329042,0.01460253,0.03106304,11.2343375,0.10787677,2.29125118,4.03420382,0.05562495,0.0229083,0.35166303,0.63766502,0,0.51089319,0.18945351,0.16657697,0.00443518,0.33993018,0,2.18198273,1.14822137,4.88842909,0,0.2866337,0.08725438,0.38000743,0.26135317,2.94136826,0.34045161,0.69722469,19.6393573,0.0933042,5.07837706,0.69313354,0.27724191,0.22793829,0.13773512,4.02692773,0,0.16370789,9.56601931,0.11416213,0.08271251
796__ISAN.qgd,796,winter,<=60%,5-20m,anemone,Isotealia,antarctica,ISAN,tentacle,0.02148478,0.05496335,0.54458205,0.00526851,2.1311649,0.06778275,1.48881835,2.27535334,1.6543526,2.25E-05,13.5184474,0.19025229,0.5554682,0.15891713,2.13354586,1.6104616,0.38411367,2.63619549,0.05137343,0.02318116,0.06123956,0.00501385,0.02542795,0.03196429,12.4939711,0.07301703,0.91853316,2.20380405,0.00871946,0.03266804,0.21797631,0.30261746,0,0.19507171,0.12979109,0.05008369,0.00504671,0.38997913,0,2.08018305,0.83961234,3.66581503,0,0.25737237,0.08043101,0.13455233,0.15114375,4.0304511,0.05575473,0.26713855,20.0446468,0.11952312,5.33395639,0.31347486,0.08506423,0.20963541,0.09360091,5.55609082,0,0.14605802,9.68056453,0.08567829,0.1185784
