sample,batch,FA,proportion,species
PHAN_04F0230_0053,batch_1,22:3w6,2.27798586997907e-5,P. antarctica
PHAN_04F0230_0053,batch_1,22:5w3,0.00556316692104176,P. antarctica
PHAN_04F0230_0053,batch_1,22:6w3,0.00696575536384316,P. antarctica
PHAN_04F0230_0053,batch_1,24:0,3.9702039448206e-4,P. antarctica
PHAN_04F0230_0053,batch_1,24:1,0,P. antarctica
PHAN_04F0230_0053,batch_1,24:1w9,0.00707965465734211,P. antarctica
PHAN_04F0230_0053,batch_1,26:0,0,P. antarctica
PHAN_04F0230_0053,batch_1,28:0,0,P. antarctica
PLCA_09F0719_0108,batch_1,8:0,3.89828809462816e-5,P. cartilagineum
PLCA_09F0719_0108,batch_1,9:0,2.7164261484789e-4,P. cartilagineum
PLCA_09F0719_0108,batch_1,10:0,7.1778003012201e-5,P. cartilagineum
PLCA_09F0719_0108,batch_1,11:0,2.10383801932313e-5,P. cartilagineum
PLCA_09F0719_0108,batch_1,11:1,4.82645192668248e-5,P. cartilagineum
PLCA_09F0719_0108,batch_1,12:0,0.00442424759945894,P. cartilagineum
PLCA_09F0719_0108,batch_1,13:0,1.4108090247225e-4,P. cartilagineum
PLCA_09F0719_0108,batch_1,13:1,1.5160009256887e-4,P. cartilagineum
PLCA_09F0719_0108,batch_1,i-14:0,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,14:0,0.0393250640123656,P. cartilagineum
PLCA_09F0719_0108,batch_1,14:1,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,14:1w5,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,i-15:0,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,a-15:0,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,15:0,0.00186189664710097,P. cartilagineum
PLCA_09F0719_0108,batch_1,15:1w7,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,15:1w5,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,i-16:0,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:0,0.207482361793312,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:1w13,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:1w9,0.00142504087014741,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:1w7t,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:1w8c,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:1w7c,0.0885301226290055,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:1w6c,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:1w5t,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:1w5c,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:2w9,0.00137987023032076,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:2w6,0.00833305488418372,P. cartilagineum
PLCA_09F0719_0108,batch_1,i-17:0,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,a-17:0,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:2w5,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:2w4,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,17:0,6.3795794056533e-4,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:3w4,0.0194920592490288,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:3w3,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,17:1w9c,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,17:1w7c,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:4n6,0.0230221756902754,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:4w3,0.00155127115130679,P. cartilagineum
PLCA_09F0719_0108,batch_1,16:4w1,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,17:2,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:0,0.00835594959204106,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:1w9t,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:1w9c,0.00559125892429525,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:1w8c,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:1w7c,0.00357590585696129,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:1w5c,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:1nX,6.18775888036216e-5,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:1w6c,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,"18:2w7,12c",0,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:2w6t,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:2w6c,0.00697298548228012,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:2w3,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:2,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:3w6,0.00338346655578203,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:3w4,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,19:0,0.194210856546711,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:3w3,0.00609061106594047,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:4w3c,0.0129794430274477,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:4w1,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,18:5w3,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,20:0,0.00154198951298625,P. cartilagineum
PLCA_09F0719_0108,batch_1,20:1w11,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,20:1w9,3.7683451581405e-4,P. cartilagineum
PLCA_09F0719_0108,batch_1,20:1w7,1.23755177607243e-6,P. cartilagineum
PLCA_09F0719_0108,batch_1,20:1w5,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,20:2w6,0.0011602047900679,P. cartilagineum
PLCA_09F0719_0108,batch_1,20:3w6,0.0391233430728658,P. cartilagineum
PLCA_09F0719_0108,batch_1,20:4w6,0.121064740046062,P. cartilagineum
PLCA_09F0719_0108,batch_1,20:3w3,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,20:4w3,0.00116453622128416,P. cartilagineum
PLCA_09F0719_0108,batch_1,20:5w3,0.378430338829301,P. cartilagineum
PLCA_09F0719_0108,batch_1,21:0,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,22:0,0.00283770622253409,P. cartilagineum
PLCA_09F0719_0108,batch_1,22:1w9c,8.1802172398387e-4,P. cartilagineum
PLCA_09F0719_0108,batch_1,22:1w7c,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,22:2w6,-3.71265532821729e-6,P. cartilagineum
PLCA_09F0719_0108,batch_1,21:5w3,0.00428131036932258,P. cartilagineum
PLCA_09F0719_0108,batch_1,23:0,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,22:4w6,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,22:5w6,8.0440865444708e-6,P. cartilagineum
PLCA_09F0719_0108,batch_1,22:3w6,1.29942936487605e-5,P. cartilagineum
PLCA_09F0719_0108,batch_1,22:5w3,5.6494238577706e-4,P. cartilagineum
PLCA_09F0719_0108,batch_1,22:6w3,0.00289958381133771,P. cartilagineum
PLCA_09F0719_0108,batch_1,24:0,4.9687703809308e-4,P. cartilagineum
PLCA_09F0719_0108,batch_1,24:1,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,24:1w9,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,26:0,0,P. cartilagineum
PLCA_09F0719_0108,batch_1,28:0,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,8:0,7.20600964248867e-5,P. cartilagineum
PLCA_14F1214_0106,batch_1,9:0,6.3243331685841e-4,P. cartilagineum
PLCA_14F1214_0106,batch_1,10:0,1.1275285675894e-4,P. cartilagineum
PLCA_14F1214_0106,batch_1,11:0,6.44302038622516e-5,P. cartilagineum
PLCA_14F1214_0106,batch_1,11:1,8.9354519566859e-4,P. cartilagineum
PLCA_14F1214_0106,batch_1,12:0,0.00655322994546322,P. cartilagineum
PLCA_14F1214_0106,batch_1,13:0,2.110936942329e-4,P. cartilagineum
PLCA_14F1214_0106,batch_1,13:1,1.6192327549592e-4,P. cartilagineum
PLCA_14F1214_0106,batch_1,i-14:0,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,14:0,0.0409360691302177,P. cartilagineum
PLCA_14F1214_0106,batch_1,14:1,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,14:1w5,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,i-15:0,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,a-15:0,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,15:0,0.00229829319303374,P. cartilagineum
PLCA_14F1214_0106,batch_1,15:1w7,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,15:1w5,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,i-16:0,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:0,0.215796251349007,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:1w13,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:1w9,0.00456691458165723,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:1w7t,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:1w8c,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:1w7c,0.010426672069761,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:1w6c,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:1w5t,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:1w5c,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:2w9,2.458520936849e-4,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:2w6,0.00127249652627947,P. cartilagineum
PLCA_14F1214_0106,batch_1,i-17:0,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,a-17:0,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:2w5,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:2w4,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,17:0,8.8167647390449e-4,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:3w4,0.00377340575514318,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:3w3,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,17:1w9c,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,17:1w7c,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:4n6,0.00280610493136912,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:4w3,0.00131658034997469,P. cartilagineum
PLCA_14F1214_0106,batch_1,16:4w1,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,17:2,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:0,0.0102867907061126,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:1w9t,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:1w9c,0.00341564857053963,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:1w8c,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:1w7c,0.00414303166151084,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:1w5c,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:1nX,5.93436088204949e-5,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:1w6c,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,"18:2w7,12c",0,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:2w6t,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:2w6c,0.0024322401958,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:2w3,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:2,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:3w6,0.00188627899465145,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:3w4,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,19:0,0.251922097101404,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:3w3,0.00100799358410812,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:4w3c,0.00180828453734451,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:4w1,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,18:5w3,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,20:0,0.00262976963658822,P. cartilagineum
PLCA_14F1214_0106,batch_1,20:1w11,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,20:1w9,3.2469431683213e-4,P. cartilagineum
PLCA_14F1214_0106,batch_1,20:1w7,3.4164963363799e-4,P. cartilagineum
PLCA_14F1214_0106,batch_1,20:1w5,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,20:2w6,0.00152258744916584,P. cartilagineum
PLCA_14F1214_0106,batch_1,20:3w6,0.053405009109244,P. cartilagineum
PLCA_14F1214_0106,batch_1,20:4w6,0.129074892482097,P. cartilagineum
PLCA_14F1214_0106,batch_1,20:3w3,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,20:4w3,0.00140559576320544,P. cartilagineum
PLCA_14F1214_0106,batch_1,20:5w3,0.451050424264415,P. cartilagineum
PLCA_14F1214_0106,batch_1,21:0,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,22:0,0.00754002938356402,P. cartilagineum
PLCA_14F1214_0106,batch_1,22:1w9c,5.6545981547528e-4,P. cartilagineum
PLCA_14F1214_0106,batch_1,22:1w7c,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,22:2w6,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,21:5w3,0.0324177179669558,P. cartilagineum
PLCA_14F1214_0106,batch_1,23:0,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,22:4w6,3.81494628131753e-5,P. cartilagineum
PLCA_14F1214_0106,batch_1,22:5w6,5.84958429802021e-5,P. cartilagineum
PLCA_14F1214_0106,batch_1,22:3w6,2.3737443528198e-5,P. cartilagineum
PLCA_14F1214_0106,batch_1,22:5w3,7.511205344994e-4,P. cartilagineum
PLCA_14F1214_0106,batch_1,22:6w3,6.7482160887305e-4,P. cartilagineum
PLCA_14F1214_0106,batch_1,24:0,1.1444838843952e-4,P. cartilagineum
PLCA_14F1214_0106,batch_1,24:1,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,24:1w9,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,26:0,0,P. cartilagineum
PLCA_14F1214_0106,batch_1,28:0,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,8:0,3.02602460795064e-5,P. cartilagineum
PLCA_15F1397_0107,batch_1,9:0,1.1785569525702e-4,P. cartilagineum
PLCA_15F1397_0107,batch_1,10:0,5.81315253632623e-5,P. cartilagineum
PLCA_15F1397_0107,batch_1,11:0,5.09646249760108e-5,P. cartilagineum
PLCA_15F1397_0107,batch_1,11:1,5.49462363022616e-5,P. cartilagineum
PLCA_15F1397_0107,batch_1,12:0,0.00524537476120286,P. cartilagineum
PLCA_15F1397_0107,batch_1,13:0,2.2456287880054e-4,P. cartilagineum
PLCA_15F1397_0107,batch_1,13:1,3.2330683969156e-4,P. cartilagineum
PLCA_15F1397_0107,batch_1,i-14:0,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,14:0,0.0368936105490403,P. cartilagineum
PLCA_15F1397_0107,batch_1,14:1,8.75954491775186e-5,P. cartilagineum
PLCA_15F1397_0107,batch_1,14:1w5,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,i-15:0,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,a-15:0,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,15:0,0.00264777153195681,P. cartilagineum
PLCA_15F1397_0107,batch_1,15:1w7,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,15:1w5,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,i-16:0,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:0,0.220459430167713,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:1w13,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:1w9,0.00465768892944824,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:1w7t,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:1w8c,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:1w7c,0.0136330371810829,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:1w6c,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:1w5t,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:1w5c,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:2w9,3.9179055450308e-4,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:2w6,0.00137047061849554,P. cartilagineum
PLCA_15F1397_0107,batch_1,i-17:0,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,a-17:0,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:2w5,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:2w4,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,17:0,0.00121757674356751,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:3w4,0.00289781672324536,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:3w3,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,17:1w9c,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,17:1w7c,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:4n6,0.00294081812556887,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:4w3,4.4036621268334e-4,P. cartilagineum
PLCA_15F1397_0107,batch_1,16:4w1,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,17:2,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:0,0.0133742324448766,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:1w9t,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:1w9c,0.00446577526352295,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:1w8c,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:1w7c,0.00353885614677175,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:1w5c,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:1nX,2.9782452720356e-4,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:1w6c,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,"18:2w7,12c",0,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:2w6t,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:2w6c,0.00381040203922206,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:2w3,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:2,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:3w6,0.00148752999148732,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:3w4,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,19:0,0.200638172663371,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:3w3,0.00251797100272103,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:4w3c,0.0042491756073749,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:4w1,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,18:5w3,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,20:0,0.00220501635247772,P. cartilagineum
PLCA_15F1397_0107,batch_1,20:1w11,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,20:1w9,6.0679756612062e-4,P. cartilagineum
PLCA_15F1397_0107,batch_1,20:1w7,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,20:1w5,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,20:2w6,0.00199399095218642,P. cartilagineum
PLCA_15F1397_0107,batch_1,20:3w6,0.0486712168520903,P. cartilagineum
PLCA_15F1397_0107,batch_1,20:4w6,0.128597286292985,P. cartilagineum
PLCA_15F1397_0107,batch_1,20:3w3,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,20:4w3,0.00153929093872858,P. cartilagineum
PLCA_15F1397_0107,batch_1,20:5w3,0.456643836107322,P. cartilagineum
PLCA_15F1397_0107,batch_1,21:0,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,22:0,0.00159423717503084,P. cartilagineum
PLCA_15F1397_0107,batch_1,22:1w9c,6.9041140397189e-4,P. cartilagineum
PLCA_15F1397_0107,batch_1,22:1w7c,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,22:2w6,-7.96322265250169e-7,P. cartilagineum
PLCA_15F1397_0107,batch_1,21:5w3,0.00367900886545578,P. cartilagineum
PLCA_15F1397_0107,batch_1,23:0,2.70749570185057e-5,P. cartilagineum
PLCA_15F1397_0107,batch_1,22:4w6,5.8051893136737e-4,P. cartilagineum
PLCA_15F1397_0107,batch_1,22:5w6,1.1068879486977e-4,P. cartilagineum
PLCA_15F1397_0107,batch_1,22:3w6,3.66308242015078e-5,P. cartilagineum
PLCA_15F1397_0107,batch_1,22:5w3,0.00216520023921521,P. cartilagineum
PLCA_15F1397_0107,batch_1,22:6w3,0.0232159793211034,P. cartilagineum
PLCA_15F1397_0107,batch_1,24:0,1.5846813078478e-4,P. cartilagineum
PLCA_15F1397_0107,batch_1,24:1,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,24:1w9,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,26:0,0,P. cartilagineum
PLCA_15F1397_0107,batch_1,28:0,0,P. cartilagineum
DEME_03F0184_0037,batch_3,8:0,2.44694890355952e-5,D. menziesii
DEME_03F0184_0037,batch_3,9:0,1.2193270807567e-4,D. menziesii
DEME_03F0184_0037,batch_3,10:0,3.11052826723668e-5,D. menziesii
DEME_03F0184_0037,batch_3,11:0,4.76947667642958e-5,D. menziesii
DEME_03F0184_0037,batch_3,11:1,0,D. menziesii
DEME_03F0184_0037,batch_3,12:0,1.4598746000897e-4,D. menziesii
DEME_03F0184_0037,batch_3,13:0,0,D. menziesii
DEME_03F0184_0037,batch_3,13:1,0,D. menziesii
DEME_03F0184_0037,batch_3,i-14:0,0,D. menziesii
DEME_03F0184_0037,batch_3,14:0,0.0487473695299287,D. menziesii
DEME_03F0184_0037,batch_3,14:1,0,D. menziesii
DEME_03F0184_0037,batch_3,14:1w5,0,D. menziesii
DEME_03F0184_0037,batch_3,i-15:0,0,D. menziesii
DEME_03F0184_0037,batch_3,a-15:0,0,D. menziesii
DEME_03F0184_0037,batch_3,15:0,0.001283611331613,D. menziesii
DEME_03F0184_0037,batch_3,15:1w7,0,D. menziesii
DEME_03F0184_0037,batch_3,15:1w5,0,D. menziesii
DEME_03F0184_0037,batch_3,i-16:0,0,D. menziesii
DEME_03F0184_0037,batch_3,16:0,0.112503245317825,D. menziesii
DEME_03F0184_0037,batch_3,16:1w13,0,D. menziesii
DEME_03F0184_0037,batch_3,16:1w9,0,D. menziesii
DEME_03F0184_0037,batch_3,16:1w7t,0,D. menziesii
DEME_03F0184_0037,batch_3,16:1w8c,0,D. menziesii
DEME_03F0184_0037,batch_3,16:1w7c,0.00585069630212105,D. menziesii
DEME_03F0184_0037,batch_3,16:1w6c,0,D. menziesii
DEME_03F0184_0037,batch_3,16:1w5t,0,D. menziesii
DEME_03F0184_0037,batch_3,16:1w5c,0.00996198519720335,D. menziesii
DEME_03F0184_0037,batch_3,16:2w6,0,D. menziesii
DEME_03F0184_0037,batch_3,i-17:0,0,D. menziesii
DEME_03F0184_0037,batch_3,a-17:0,0,D. menziesii
DEME_03F0184_0037,batch_3,16:2w5,0,D. menziesii
DEME_03F0184_0037,batch_3,16:2w4,0,D. menziesii
DEME_03F0184_0037,batch_3,17:0,8.8961108442969e-4,D. menziesii
DEME_03F0184_0037,batch_3,16:3w4,0,D. menziesii
DEME_03F0184_0037,batch_3,16:3w3,0,D. menziesii
DEME_03F0184_0037,batch_3,17:1w9c,0,D. menziesii
DEME_03F0184_0037,batch_3,17:1w7c,0,D. menziesii
DEME_03F0184_0037,batch_3,16:4w3,0,D. menziesii
DEME_03F0184_0037,batch_3,16:4w1,0,D. menziesii
DEME_03F0184_0037,batch_3,17:2,0,D. menziesii
DEME_03F0184_0037,batch_3,18:0,0.0220457654097644,D. menziesii
DEME_03F0184_0037,batch_3,18:1w9t,0,D. menziesii
DEME_03F0184_0037,batch_3,18:1w9c,0.109537460299291,D. menziesii
DEME_03F0184_0037,batch_3,18:1w8c,0,D. menziesii
DEME_03F0184_0037,batch_3,18:1w7c,0,D. menziesii
DEME_03F0184_0037,batch_3,18:1w5c,0,D. menziesii
DEME_03F0184_0037,batch_3,18:1w6c,0,D. menziesii
DEME_03F0184_0037,batch_3,"18:2w7,12c",0,D. menziesii
DEME_03F0184_0037,batch_3,18:2w6t,0,D. menziesii
DEME_03F0184_0037,batch_3,18:2w6c,0.0501699177908116,D. menziesii
DEME_03F0184_0037,batch_3,18:2w3,0,D. menziesii
DEME_03F0184_0037,batch_3,18:2,0,D. menziesii
DEME_03F0184_0037,batch_3,18:3w6,0.00771369536564467,D. menziesii
DEME_03F0184_0037,batch_3,18:3w4,0,D. menziesii
DEME_03F0184_0037,batch_3,19:0,0.140264502734362,D. menziesii
DEME_03F0184_0037,batch_3,18:3w3,0.0722210747829059,D. menziesii
DEME_03F0184_0037,batch_3,18:4w3c,0,D. menziesii
DEME_03F0184_0037,batch_3,18:4w1,0.114776419375522,D. menziesii
DEME_03F0184_0037,batch_3,18:5w3,0,D. menziesii
DEME_03F0184_0037,batch_3,20:0,0.00913665836362988,D. menziesii
DEME_03F0184_0037,batch_3,20:1w11,0,D. menziesii
DEME_03F0184_0037,batch_3,20:1w9,0,D. menziesii
DEME_03F0184_0037,batch_3,20:1w7,0,D. menziesii
DEME_03F0184_0037,batch_3,20:1w5,0,D. menziesii
DEME_03F0184_0037,batch_3,20:2w6,0.00183604115187424,D. menziesii
DEME_03F0184_0037,batch_3,20:3n7,0,D. menziesii
DEME_03F0184_0037,batch_3,20:3w6,0.00733130775732571,D. menziesii
DEME_03F0184_0037,batch_3,20:4w6,0.241538741007463,D. menziesii
DEME_03F0184_0037,batch_3,20:3w3,0.00117287652529938,D. menziesii
DEME_03F0184_0037,batch_3,20:4w3,0.0105733076859909,D. menziesii
DEME_03F0184_0037,batch_3,20:5w3,0.1723390260148,D. menziesii
DEME_03F0184_0037,batch_3,21:0,0,D. menziesii
DEME_03F0184_0037,batch_3,22:0,0,D. menziesii
DEME_03F0184_0037,batch_3,22:1w9c,0,D. menziesii
DEME_03F0184_0037,batch_3,22:1w7c,0,D. menziesii
DEME_03F0184_0037,batch_3,22:2w6,0,D. menziesii
DEME_03F0184_0037,batch_3,21:5w3,0,D. menziesii
DEME_03F0184_0037,batch_3,23:0,0,D. menziesii
DEME_03F0184_0037,batch_3,22:4w6,0,D. menziesii
DEME_03F0184_0037,batch_3,22:5w6,0,D. menziesii
DEME_03F0184_0037,batch_3,22:3w6,0,D. menziesii
DEME_03F0184_0037,batch_3,22:6w4,0,D. menziesii
DEME_03F0184_0037,batch_3,22:5w3,0,D. menziesii
DEME_03F0184_0037,batch_3,22:6w3,0,D. menziesii
DEME_03F0184_0037,batch_3,24:0,0,D. menziesii
DEME_03F0184_0037,batch_3,24:1,0,D. menziesii
DEME_03F0184_0037,batch_3,24:1w9,0,D. menziesii
DEME_03F0184_0037,batch_3,24:1w7,0,D. menziesii
DEME_03F0184_0037,batch_3,26:0,0,D. menziesii
DEME_03F0184_0037,batch_3,26:4w2,0,D. menziesii
DEME_03F0184_0037,batch_3,27:0,0,D. menziesii
DEME_03F0184_0037,batch_3,28:0,0,D. menziesii
DEME_03F0184_0037,batch_3,29:0,0,D. menziesii
DEME_04F0246_0038,batch_3,8:0,3.78643855477951e-5,D. menziesii
DEME_04F0246_0038,batch_3,9:0,1.1832620483686e-4,D. menziesii
DEME_04F0246_0038,batch_3,10:0,5.91631024184299e-5,D. menziesii
